t_s,current_A_mean,current_A_max,vbus_V_min
2241,0.00004218,0.001561,6.3104
2242,0.00003010,0.001671,6.3100
2243,0.00003567,0.001337,6.3113
2244,0.00002149,0.000953,6.3090
2245,0.00003831,0.001333,6.3102
2246,0.00002734,0.001457,6.3102
2247,0.00002692,0.001291,6.3107
2248,0.00003176,0.001009,6.3092
2249,0.00001745,0.001499,6.3105
2250,0.00002992,0.001171,6.3102
2251,0.00002685,0.001353,6.3107
2252,0.00003655,0.001755,6.3109
2253,0.00002703,0.000833,6.3094
2254,0.00003014,0.000515,6.3088
2255,0.00002786,0.000863,6.3105
2256,0.00003458,0.001625,6.3117
2257,0.00003618,0.001427,6.3107
2258,0.00002095,0.000983,6.3086
2259,0.00003660,0.001307,6.3104
2260,0.00003676,0.000983,6.3094
2261,0.00001903,0.001239,6.3094
2262,0.00002159,0.001349,6.3102
2263,0.00002345,0.001031,6.3113
2264,0.00002199,0.001139,6.3100
2265,0.00002848,0.001145,6.3098
2266,0.00003749,0.001547,6.3111
2267,0.00003071,0.001275,6.3123
2268,0.00003796,0.001297,6.3096
2269,0.00002925,0.001097,6.3098
2270,0.00002961,0.000911,6.3094
2271,0.00003399,0.001077,6.3115
2272,0.00002108,0.000753,6.3109
2273,0.00002577,0.000895,6.3102
2274,0.00002651,0.001155,6.3107
2275,0.00004115,0.001269,6.3125
2276,0.00002480,0.000811,6.3111
2277,0.00002432,0.001151,6.3098
2278,0.00003624,0.001635,6.3117
2279,0.00003318,0.001149,6.3104
2280,0.00003678,0.001651,6.3100
2281,0.00002566,0.001109,6.3119
2282,0.00003475,0.001553,6.3105
2283,0.00002897,0.001133,6.3115
2284,0.00003641,0.001217,6.3096
2285,0.00002839,0.001259,6.3119
2286,0.00003611,0.000811,6.3117
2287,0.00003009,0.001311,6.3105
2288,0.00003206,0.001573,6.3115
2289,0.00002900,0.000817,6.3092
2290,0.00002645,0.001333,6.3094
2291,0.00003992,0.001697,6.3113
2292,0.00001803,0.001333,6.3102
2293,0.00003592,0.001453,6.3109
2294,0.00003544,0.001149,6.3109
2295,0.00003298,0.001323,6.3121
2296,0.00004529,0.001619,6.3109
2297,0.00002675,0.000551,6.3094
2298,0.00002707,0.000821,6.3100
2299,0.00003204,0.001025,6.3102
2300,0.00002777,0.001229,6.3111
2301,0.00001341,0.001141,6.3094
2302,0.00002051,0.001071,6.3105
2303,0.00002065,0.000873,6.3094
2304,0.00003737,0.000899,6.3092
2305,0.00001961,0.000993,6.3105
2306,0.00002873,0.001227,6.3107
2307,0.00003549,0.001389,6.3111
2308,0.00003571,0.001227,6.3098
2309,0.00003372,0.001797,6.3117
2310,0.00002392,0.001427,6.3109
2311,0.00002256,0.001029,6.3098
2312,0.00003075,0.000957,6.3092
2313,0.00003200,0.001187,6.3109
2314,0.00003048,0.000967,6.3113
2315,0.00004586,0.001405,6.3111
2316,0.00003174,0.001323,6.3117
2317,0.00002882,0.000973,6.3102
2318,0.00003110,0.001437,6.3105
2319,0.00002551,0.001003,6.3109
2320,0.00003270,0.001029,6.3092
2321,0.00002045,0.001357,6.3109
2322,0.00003534,0.001587,6.3111
2323,0.00003609,0.001305,6.3104
2324,0.00002381,0.001639,6.3113
2325,0.00003171,0.001723,6.3111
2326,0.00003270,0.001333,6.3092
2327,0.00002527,0.001139,6.3113
2328,0.00003557,0.001795,6.3113
2329,0.00002599,0.001115,6.3102
2330,0.00003140,0.001719,6.3121
2331,0.00003697,0.001285,6.3123
2332,0.00002902,0.000691,6.3098
2333,0.00003429,0.001457,6.3111
2334,0.00002347,0.000911,6.3107
2335,0.00003505,0.001265,6.3109
2336,0.00002379,0.001103,6.3090
2337,0.00002678,0.001051,6.3111
2338,0.00003100,0.001521,6.3121
2339,0.00002784,0.001833,6.3119
2340,0.00828759,0.298381,5.5289
2341,0.09742317,0.115743,5.9244
2342,0.02832515,0.114779,5.9156
2343,0.00003975,0.001489,6.2797
2344,0.00002283,0.001567,6.2924
2345,0.00001882,0.001275,6.2965
2346,0.00004439,0.001765,6.2986
2347,0.00002396,0.000665,6.2998
2348,0.00002233,0.001175,6.3016
2349,0.00003695,0.001531,6.3023
2350,0.00003542,0.001327,6.3035
2351,0.00002895,0.001281,6.3039
2352,0.00003246,0.000661,6.3023
2353,0.00003613,0.001535,6.3041
2354,0.00003036,0.001161,6.3045
2355,0.00002368,0.000733,6.3033
2356,0.00002994,0.001123,6.3047
2357,0.00002641,0.001031,6.3043
2358,0.00004140,0.001359,6.3039
2359,0.00002665,0.001443,6.3059
2360,0.00002510,0.000989,6.3053
2361,0.00003176,0.001953,6.3057
2362,0.00003376,0.001415,6.3047
2363,0.00004184,0.001717,6.3063
2364,0.00003468,0.001531,6.3057
2365,0.00003292,0.001697,6.3063
2366,0.00003839,0.001535,6.3055
2367,0.00003331,0.000999,6.3055
2368,0.00002629,0.001661,6.3059
2369,0.00002112,0.001181,6.3045
2370,0.00002929,0.001473,6.3061
2371,0.00002424,0.001145,6.3063
2372,0.00003331,0.000769,6.3063
2373,0.00003127,0.001181,6.3064
2374,0.00002577,0.001009,6.3059
2375,0.00003288,0.001233,6.3066
2376,0.00002280,0.000863,6.3055
2377,0.00001724,0.000483,6.3051
2378,0.00001939,0.000279,6.3082
2379,0.00004742,0.001493,6.3064
2380,0.00002821,0.000853,6.3039
2381,0.00002567,0.001541,6.3068
2382,0.00003522,0.000993,6.3066
2383,0.00003697,0.000843,6.3084
2384,0.00002764,0.000677,6.3066
2385,0.00002676,0.001269,6.3086
2386,0.00002692,0.001123,6.3064
2387,0.00004107,0.001333,6.3076
2388,0.00001873,0.001177,6.3061
2389,0.00003320,0.001333,6.3066
2390,0.00004183,0.001333,6.3084
2391,0.00001875,0.000687,6.3061
2392,0.00003675,0.000941,6.3051
2393,0.00003216,0.000853,6.3064
2394,0.00004223,0.001797,6.3082
2395,0.00001913,0.001229,6.3068
2396,0.00002593,0.000665,6.3070
2397,0.00002994,0.001573,6.3090
2398,0.00003564,0.001057,6.3072
2399,0.00003330,0.000997,6.3059
2400,0.00003710,0.001561,6.3072
2401,0.00003317,0.001089,6.3078
2402,0.00002712,0.001041,6.3070
2403,0.00004080,0.000883,6.3061
2404,0.00002680,0.001229,6.3074
2405,0.00004552,0.001557,6.3082
2406,0.00003161,0.000561,6.3057
2407,0.00002900,0.000937,6.3057
2408,0.00002449,0.000833,6.3064
2409,0.00003786,0.000979,6.3080
2410,0.00002421,0.000713,6.3063
2411,0.00003166,0.001885,6.3086
2412,0.00003673,0.001171,6.3063
2413,0.00002913,0.001391,6.3082
2414,0.00003008,0.001093,6.3076
2415,0.00003502,0.001405,6.3074
2416,0.00003176,0.001921,6.3080
2417,0.00003668,0.001415,6.3082
2418,0.00003263,0.001129,6.3070
2419,0.00003890,0.001165,6.3070
2420,0.00003269,0.001587,6.3076
2421,0.00004080,0.001813,6.3074
2422,0.00003357,0.001181,6.3082
2423,0.00004124,0.000821,6.3084
2424,0.00003693,0.001473,6.3082
2425,0.00002266,0.000755,6.3084
2426,0.00002697,0.000769,6.3068
2427,0.00002127,0.001035,6.3066
2428,0.00003125,0.001135,6.3078
2429,0.00003455,0.001671,6.3092
2430,0.00002924,0.001411,6.3088
2431,0.00003157,0.001327,6.3082
2432,0.00002342,0.001073,6.3082
2433,0.00003478,0.001327,6.3082
2434,0.00002717,0.000791,6.3070
2435,0.00004043,0.000775,6.3074
2436,0.00003260,0.001821,6.3084
2437,0.00002534,0.001229,6.3074
2438,0.00003775,0.000815,6.3068
2439,0.00003463,0.001055,6.3080
2440,0.00003476,0.001065,6.3070
2441,0.00002821,0.001041,6.3072
2442,0.00003725,0.001483,6.3088
2443,0.00003192,0.001511,6.3088
2444,0.00004214,0.000869,6.3088
2445,0.00002671,0.001073,6.3072
2446,0.00003386,0.001281,6.3082
2447,0.00003611,0.001803,6.3086
2448,0.00002930,0.001285,6.3086
2449,0.00003468,0.001051,6.3078
2450,0.00003063,0.001503,6.3094
2451,0.00002507,0.001385,6.3102
2452,0.00003344,0.001025,6.3076
2453,0.00003098,0.001655,6.3086
2454,0.00003320,0.001427,6.3076
2455,0.00003181,0.001661,6.3092
2456,0.00002075,0.001495,6.3092
2457,0.00003266,0.001437,6.3092
2458,0.00003784,0.001625,6.3094
2459,0.00002161,0.000837,6.3090
2460,0.00002310,0.001499,6.3086
2461,0.00003608,0.001365,6.3078
2462,0.00003142,0.001473,6.3090
2463,0.00002339,0.001135,6.3068
2464,0.00003139,0.001207,6.3076
2465,0.00002771,0.001031,6.3078
2466,0.00003512,0.001389,6.3086
2467,0.00004275,0.001233,6.3074
2468,0.00003747,0.001989,6.3072
2469,0.00003745,0.001229,6.3078
2470,0.00002839,0.000905,6.3092
2471,0.00003468,0.001343,6.3092
2472,0.00004414,0.001453,6.3090
2473,0.00003563,0.001405,6.3084
2474,0.00003530,0.001187,6.3098
2475,0.00004283,0.001937,6.3092
2476,0.00003275,0.001399,6.3098
2477,0.00003421,0.000921,6.3082
2478,0.00003209,0.001561,6.3070
2479,0.00004141,0.001859,6.3076
2480,0.00003971,0.001483,6.3082
2481,0.00003172,0.001505,6.3096
2482,0.00003381,0.001359,6.3090
2483,0.00003431,0.001733,6.3086
2484,0.00003470,0.001463,6.3088
2485,0.00004029,0.001791,6.3090
2486,0.00004231,0.001265,6.3096
2487,0.00002381,0.001479,6.3088
2488,0.00003715,0.001505,6.3096
2489,0.00003406,0.001391,6.3080
2490,0.00003397,0.001609,6.3086
2491,0.00003214,0.001191,6.3082
2492,0.00003771,0.000869,6.3080
2493,0.00004276,0.000973,6.3090
2494,0.00004179,0.000765,6.3090
2495,0.00003796,0.001207,6.3082
2496,0.00003821,0.000973,6.3076
2497,0.00004331,0.001561,6.3092
2498,0.00003606,0.001525,6.3104
2499,0.00003613,0.000925,6.3076
2500,0.00003223,0.001469,6.3090
2501,0.00001994,0.001437,6.3102
2502,0.00003836,0.001275,6.3082
2503,0.00003122,0.001425,6.3088
2504,0.00003476,0.000859,6.3088
2505,0.00003103,0.001317,6.3104
2506,0.00003927,0.001353,6.3094
2507,0.00002962,0.001829,6.3098
2508,0.00003223,0.001139,6.3084
2509,0.00002397,0.001135,6.3082
2510,0.00002082,0.000869,6.3090
2511,0.00002834,0.001333,6.3094
2512,0.00001730,0.001003,6.3074
2513,0.00002940,0.001269,6.3084
2514,0.00003530,0.001677,6.3100
2515,0.00003739,0.001219,6.3090
2516,0.00003095,0.001353,6.3100
2517,0.00003767,0.001197,6.3082
2518,0.00003045,0.001441,6.3102
2519,0.00004021,0.001077,6.3084
2520,0.00004095,0.001479,6.3092
2521,0.00002714,0.001437,6.3088
2522,0.00003634,0.001337,6.3102
2523,0.00004191,0.001031,6.3078
2524,0.00003574,0.001379,6.3098
2525,0.00004270,0.001263,6.3102
2526,0.00003929,0.001563,6.3096
2527,0.00003598,0.001671,6.3096
2528,0.00004192,0.001171,6.3080
2529,0.00002875,0.001061,6.3086
2530,0.00003651,0.001133,6.3086
2531,0.00002809,0.001055,6.3090
2532,0.00003139,0.000665,6.3082
2533,0.00003432,0.001213,6.3096
2534,0.00002739,0.001213,6.3090
2535,0.00003295,0.001521,6.3096
2536,0.00003132,0.001197,6.3084
2537,0.00003764,0.001145,6.3098
2538,0.00003702,0.001501,6.3092
2539,0.00003653,0.000765,6.3080
2540,0.00003468,0.001775,6.3109
2541,0.00003502,0.001713,6.3104
2542,0.00002571,0.001193,6.3082
2543,0.00001782,0.000759,6.3084
2544,0.00003893,0.001691,6.3090
2545,0.00003398,0.001271,6.3098
2546,0.00003344,0.001129,6.3088
2547,0.00002908,0.001269,6.3086
2548,0.00002381,0.001531,6.3100
2549,0.00003631,0.001249,6.3084
2550,0.00003382,0.001541,6.3084
2551,0.00003090,0.001541,6.3098
2552,0.00003517,0.001349,6.3096
2553,0.00002335,0.000879,6.3074
2554,0.00003989,0.001723,6.3094
2555,0.00003270,0.001473,6.3084
2556,0.00002654,0.001495,6.3088
2557,0.00002865,0.001077,6.3084
2558,0.00003115,0.001489,6.3088
2559,0.00003219,0.001343,6.3094
2560,0.00003836,0.001479,6.3100
2561,0.00003414,0.000931,6.3105
2562,0.00003293,0.001375,6.3105
2563,0.00002513,0.001077,6.3088
2564,0.00003860,0.001999,6.3088
2565,0.00003915,0.000957,6.3107
2566,0.00003436,0.001107,6.3082
2567,0.00002547,0.001181,6.3094
2568,0.00002810,0.001233,6.3094
2569,0.00003761,0.001395,6.3092
2570,0.00003318,0.001431,6.3107
2571,0.00002524,0.001291,6.3086
2572,0.00003700,0.001593,6.3092
2573,0.00002989,0.001375,6.3096
2574,0.00003727,0.000785,6.3072
2575,0.00003433,0.001005,6.3088
2576,0.00002643,0.000693,6.3086
2577,0.00003034,0.001003,6.3082
2578,0.00001791,0.000259,6.3111
2579,0.00004087,0.001437,6.3100
2580,0.00003810,0.001107,6.3082
2581,0.00003208,0.001509,6.3094
2582,0.00002376,0.000729,6.3066
2583,0.00002858,0.001119,6.3104
2584,0.00002823,0.001441,6.3105
2585,0.00003051,0.000837,6.3096
2586,0.00003356,0.001055,6.3084
2587,0.00003371,0.000957,6.3080
2588,0.00002803,0.001389,6.3102
2589,0.00002439,0.001129,6.3090
2590,0.00003527,0.000905,6.3096
2591,0.00003381,0.001353,6.3088
2592,0.00003847,0.000759,6.3084
2593,0.00002566,0.000863,6.3088
2594,0.00003961,0.001641,6.3102
2595,0.00003540,0.001197,6.3094
2596,0.00002740,0.001125,6.3111
2597,0.00002976,0.001859,6.3098
2598,0.00002456,0.001301,6.3096
2599,0.00003482,0.001249,6.3084
2600,0.00002814,0.001019,6.3082
2601,0.00002700,0.001249,6.3096
2602,0.00002608,0.001489,6.3092
2603,0.00002416,0.001193,6.3088
2604,0.00003424,0.001239,6.3105
2605,0.00003039,0.000729,6.3084
2606,0.00003315,0.001525,6.3098
2607,0.00003335,0.001557,6.3080
2608,0.00002813,0.001239,6.3102
2609,0.00003208,0.001087,6.3086
2610,0.00003127,0.001395,6.3100
2611,0.00002934,0.001463,6.3094
2612,0.00003994,0.001165,6.3080
2613,0.00003766,0.001339,6.3104
2614,0.00002986,0.001151,6.3115
2615,0.00002574,0.001297,6.3107
2616,0.00004634,0.001427,6.3088
2617,0.00003342,0.001067,6.3080
2618,0.00004534,0.001693,6.3102
2619,0.00002955,0.001411,6.3092
2620,0.00002761,0.001489,6.3107
2621,0.00003803,0.000843,6.3096
2622,0.00004947,0.001749,6.3102
2623,0.00002920,0.000915,6.3078
2624,0.00003752,0.001343,6.3094
2625,0.00003922,0.001541,6.3096
2626,0.00002639,0.001119,6.3096
2627,0.00003626,0.000859,6.3096
2628,0.00004261,0.000925,6.3098
2629,0.00003555,0.001483,6.3105
2630,0.00003982,0.001277,6.3102
2631,0.00001845,0.000769,6.3098
2632,0.00003634,0.001443,6.3111
2633,0.00003648,0.001915,6.3115
2634,0.00003120,0.001447,6.3102
2635,0.00002001,0.001197,6.3072
2636,0.00003539,0.001415,6.3111
2637,0.00003554,0.001177,6.3094
2638,0.00002997,0.001187,6.3086
2639,0.00003008,0.001457,6.3092
2640,0.00927936,0.232735,5.8180
2641,0.09931759,0.115545,5.9197
2642,0.02584431,0.114763,5.9139
2643,0.00004564,0.001493,6.2789
2644,0.00002295,0.001093,6.2895
2645,0.00002055,0.001071,6.2941
2646,0.00003668,0.001451,6.2975
2647,0.00002527,0.001145,6.2979
2648,0.00002285,0.001525,6.2990
2649,0.00003717,0.001687,6.3016
2650,0.00003006,0.000629,6.3006
2651,0.00003994,0.001609,6.3023
2652,0.00003325,0.001661,6.3023
2653,0.00003592,0.001775,6.3035
2654,0.00003458,0.000911,6.3037
2655,0.00003918,0.001411,6.3027
2656,0.00002575,0.001593,6.3039
2657,0.00004873,0.001817,6.3051
2658,0.00003732,0.001489,6.3023
2659,0.00003660,0.001363,6.3041
2660,0.00002006,0.001243,6.3033
2661,0.00003653,0.000885,6.3045
2662,0.00002967,0.001807,6.3061
2663,0.00003841,0.001347,6.3047
2664,0.00003090,0.001541,6.3047
2665,0.00003065,0.000837,6.3037
2666,0.00003157,0.000909,6.3047
2667,0.00002655,0.001123,6.3041
2668,0.00003028,0.000743,6.3041
2669,0.00003224,0.001245,6.3043
2670,0.00003337,0.001275,6.3039
2671,0.00002283,0.001097,6.3047
2672,0.00003293,0.001395,6.3055
2673,0.00003431,0.001151,6.3051
2674,0.00003994,0.001307,6.3053
2675,0.00002724,0.001859,6.3059
2676,0.00004624,0.000969,6.3061
2677,0.00002878,0.000805,6.3041
2678,0.00004216,0.001467,6.3063
2679,0.00003379,0.000921,6.3049
2680,0.00004058,0.001305,6.3049
2681,0.00003175,0.001239,6.3049
2682,0.00002466,0.001081,6.3051
2683,0.00003934,0.001593,6.3053
2684,0.00002724,0.001243,6.3045
2685,0.00002851,0.001495,6.3057
2686,0.00002997,0.001239,6.3061
2687,0.00002398,0.001009,6.3053
2688,0.00003251,0.000947,6.3055
2689,0.00003177,0.001233,6.3049
2690,0.00003777,0.001447,6.3057
2691,0.00003330,0.001327,6.3066
2692,0.00002878,0.001411,6.3063
2693,0.00002756,0.001243,6.3055
2694,0.00003028,0.000899,6.3051
2695,0.00003070,0.001427,6.3059
2696,0.00002996,0.001081,6.3057
2697,0.00002797,0.001135,6.3068
2698,0.00003031,0.001745,6.3063
2699,0.00003103,0.001327,6.3070
2700,0.00003527,0.001473,6.3078
2701,0.00002013,0.000915,6.3072
2702,0.00003665,0.001175,6.3070
2703,0.00003445,0.001281,6.3057
2704,0.00003584,0.000873,6.3055
2705,0.00003481,0.001467,6.3063
2706,0.00003663,0.001187,6.3064
2707,0.00003461,0.001691,6.3068
2708,0.00002823,0.000749,6.3063
2709,0.00002228,0.001193,6.3051
2710,0.00004399,0.001687,6.3051
2711,0.00003517,0.001227,6.3055
2712,0.00002705,0.001811,6.3064
2713,0.00002797,0.001255,6.3061
2714,0.00003169,0.001135,6.3066
2715,0.00003290,0.000937,6.3074
2716,0.00002313,0.000779,6.3047
2717,0.00004261,0.001599,6.3059
2718,0.00003569,0.001301,6.3059
2719,0.00003986,0.001691,6.3068
2720,0.00003095,0.001109,6.3053
2721,0.00003994,0.000925,6.3059
2722,0.00002739,0.001301,6.3080
2723,0.00002968,0.000713,6.3074
2724,0.00002011,0.001421,6.3068
2725,0.00003816,0.001811,6.3076
2726,0.00002549,0.000993,6.3061
2727,0.00002152,0.000847,6.3061
2728,0.00003680,0.001109,6.3086
2729,0.00003625,0.001677,6.3063
2730,0.00003046,0.001005,6.3070
2731,0.00002350,0.001087,6.3063
2732,0.00003354,0.001317,6.3082
2733,0.00003718,0.001045,6.3059
2734,0.00003318,0.001557,6.3064
2735,0.00002954,0.001259,6.3057
2736,0.00004221,0.001317,6.3072
2737,0.00003107,0.001313,6.3068
2738,0.00002984,0.001347,6.3084
2739,0.00003199,0.000905,6.3080
2740,0.00003755,0.000889,6.3063
2741,0.00003198,0.001827,6.3084
2742,0.00003310,0.001307,6.3063
2743,0.00004172,0.001753,6.3063
2744,0.00003730,0.001613,6.3080
2745,0.00002641,0.000837,6.3064
2746,0.00004287,0.001639,6.3084
2747,0.00002803,0.001025,6.3053
2748,0.00004036,0.001541,6.3072
2749,0.00003255,0.001327,6.3066
2750,0.00002567,0.001065,6.3068
2751,0.00003616,0.000723,6.3070
2752,0.00002421,0.001593,6.3063
2753,0.00003651,0.001255,6.3061
2754,0.00002971,0.000859,6.3068
2755,0.00003194,0.000847,6.3068
2756,0.00004112,0.001531,6.3072
2757,0.00003947,0.001223,6.3063
2758,0.00003488,0.001097,6.3068
2759,0.00001937,0.000561,6.3064
2760,0.00003579,0.001557,6.3080
2761,0.00003355,0.001259,6.3059
2762,0.00003905,0.001103,6.3061
2763,0.00003246,0.001185,6.3070
2764,0.00003144,0.001385,6.3068
2765,0.00004058,0.001291,6.3078
2766,0.00001887,0.001071,6.3076
2767,0.00002789,0.001703,6.3082
2768,0.00004678,0.001683,6.3086
2769,0.00003300,0.001165,6.3064
2770,0.00003786,0.000983,6.3080
2771,0.00003017,0.001551,6.3072
2772,0.00001666,0.001103,6.3072
2773,0.00002229,0.001077,6.3072
2774,0.00002767,0.001707,6.3080
2775,0.00003478,0.000899,6.3063
2776,0.00003373,0.001683,6.3070
2777,0.00003535,0.001411,6.3068
2778,0.00002199,0.001359,6.3082
2779,0.00003446,0.001427,6.3068
2780,0.00004298,0.001467,6.3078
2781,0.00003634,0.001373,6.3078
2782,0.00002937,0.001041,6.3070
2783,0.00003839,0.000993,6.3063
2784,0.00003421,0.001453,6.3082
2785,0.00003448,0.001505,6.3084
2786,0.00003690,0.001671,6.3076
2787,0.00003298,0.001489,6.3076
2788,0.00003061,0.000273,6.3092
2789,0.00002939,0.001437,6.3084
2790,0.00003613,0.001165,6.3070
2791,0.00001932,0.000863,6.3066
2792,0.00004878,0.001781,6.3084
2793,0.00003382,0.001573,6.3068
2794,0.00003736,0.000529,6.3070
2795,0.00003250,0.001295,6.3078
2796,0.00002576,0.000963,6.3061
2797,0.00002947,0.001301,6.3074
2798,0.00002048,0.000937,6.3084
2799,0.00003208,0.001671,6.3088
2800,0.00002586,0.001139,6.3084
2801,0.00002703,0.000899,6.3066
2802,0.00003878,0.001655,6.3064
2803,0.00003700,0.001359,6.3084
2804,0.00003246,0.000817,6.3057
2805,0.00004011,0.001369,6.3068
2806,0.00002975,0.001233,6.3078
2807,0.00001920,0.000765,6.3063
2808,0.00003166,0.000863,6.3072
2809,0.00003582,0.001687,6.3084
2810,0.00002473,0.001359,6.3080
2811,0.00002927,0.000937,6.3088
2812,0.00003215,0.000759,6.3066
2813,0.00003396,0.001797,6.3076
2814,0.00004522,0.001729,6.3086
2815,0.00002639,0.001103,6.3064
2816,0.00002325,0.001469,6.3080
2817,0.00003971,0.001197,6.3068
2818,0.00003400,0.001473,6.3074
2819,0.00002276,0.001463,6.3080
2820,0.00003137,0.001509,6.3082
2821,0.00003161,0.001723,6.3090
2822,0.00003166,0.001515,6.3049
2823,0.00003831,0.001213,6.3072
2824,0.00003624,0.001525,6.3088
2825,0.00003692,0.001759,6.3096
2826,0.00003613,0.001051,6.3066
2827,0.00002569,0.001775,6.3086
2828,0.00004206,0.001895,6.3084
2829,0.00003095,0.001291,6.3078
2830,0.00003814,0.001301,6.3066
2831,0.00003505,0.001531,6.3078
2832,0.00002897,0.001093,6.3090
2833,0.00003524,0.001139,6.3076
2834,0.00003473,0.001687,6.3084
2835,0.00004001,0.001093,6.3070
2836,0.00002807,0.000765,6.3074
2837,0.00002772,0.001067,6.3070
2838,0.00003589,0.001271,6.3092
2839,0.00002757,0.001295,6.3066
2840,0.00002813,0.001135,6.3072
2841,0.00003846,0.001671,6.3086
2842,0.00002259,0.001259,6.3068
2843,0.00004586,0.001395,6.3094
2844,0.00003824,0.001159,6.3082
2845,0.00003231,0.001077,6.3072
2846,0.00003421,0.001561,6.3078
2847,0.00003438,0.001359,6.3090
2848,0.00003173,0.001255,6.3080
2849,0.00004555,0.001029,6.3076
2850,0.00003218,0.001451,6.3055
2851,0.00003621,0.001541,6.3086
2852,0.00003408,0.001473,6.3082
2853,0.00002752,0.001301,6.3080
2854,0.00002566,0.000805,6.3074
2855,0.00002976,0.000989,6.3080
2856,0.00003772,0.001457,6.3090
2857,0.00003564,0.001071,6.3076
2858,0.00002456,0.001029,6.3070
2859,0.00003428,0.001217,6.3068
2860,0.00002897,0.001087,6.3070
2861,0.00003727,0.001369,6.3080
2862,0.00003460,0.001197,6.3080
2863,0.00001992,0.001415,6.3078
2864,0.00003940,0.001213,6.3078
2865,0.00004154,0.001729,6.3076
2866,0.00003280,0.001343,6.3086
2867,0.00003974,0.001697,6.3078
2868,0.00004100,0.001339,6.3082
2869,0.00003320,0.001219,6.3076
2870,0.00003811,0.001311,6.3092
2871,0.00002544,0.001187,6.3082
2872,0.00002956,0.001229,6.3074
2873,0.00002945,0.001067,6.3068
2874,0.00002310,0.001505,6.3076
2875,0.00003021,0.000983,6.3076
2876,0.00003149,0.001097,6.3082
2877,0.00003186,0.001681,6.3080
2878,0.00003071,0.001227,6.3084
2879,0.00002445,0.001333,6.3092
2880,0.00003392,0.001385,6.3088
2881,0.00002787,0.000989,6.3092
2882,0.00002416,0.001557,6.3088
2883,0.00003653,0.000911,6.3078
2884,0.00003627,0.001243,6.3082
2885,0.00003127,0.001687,6.3096
2886,0.00003734,0.001697,6.3098
2887,0.00003466,0.001907,6.3098
2888,0.00002683,0.000857,6.3064
2889,0.00004134,0.001625,6.3094
2890,0.00003664,0.001401,6.3074
2891,0.00002730,0.001697,6.3084
2892,0.00003861,0.001035,6.3074
2893,0.00003065,0.001197,6.3070
2894,0.00004184,0.001431,6.3092
2895,0.00004275,0.001375,6.3088
2896,0.00001505,0.000999,6.3086
2897,0.00002934,0.001659,6.3094
2898,0.00002621,0.001353,6.3082
2899,0.00003480,0.001405,6.3096
2900,0.00002500,0.001097,6.3074
2901,0.00002742,0.001119,6.3068
2902,0.00002431,0.001067,6.3078
2903,0.00003196,0.000743,6.3072
2904,0.00003226,0.001171,6.3086
2905,0.00003940,0.001547,6.3088
2906,0.00003162,0.001453,6.3086
2907,0.00003980,0.001641,6.3090
2908,0.00003419,0.001619,6.3082
2909,0.00003888,0.001603,6.3096
2910,0.00002579,0.000885,6.3078
2911,0.00002529,0.001107,6.3074
2912,0.00003705,0.000941,6.3086
2913,0.00003185,0.001123,6.3068
2914,0.00003487,0.001603,6.3094
2915,0.00002766,0.000823,6.3076
2916,0.00003354,0.001479,6.3092
2917,0.00003191,0.000905,6.3066
2918,0.00003532,0.001463,6.3078
2919,0.00003290,0.001339,6.3090
2920,0.00002144,0.001473,6.3090
2921,0.00003065,0.001791,6.3090
2922,0.00002836,0.001155,6.3088
2923,0.00002920,0.000983,6.3068
2924,0.00003120,0.001233,6.3084
2925,0.00003964,0.001161,6.3104
2926,0.00002460,0.000759,6.3074
2927,0.00004026,0.001223,6.3086
2928,0.00003537,0.001339,6.3076
2929,0.00003246,0.001609,6.3080
2930,0.00002831,0.000947,6.3066
2931,0.00002929,0.001719,6.3088
2932,0.00002976,0.001041,6.3082
2933,0.00002456,0.001379,6.3102
2934,0.00003334,0.000857,6.3092
2935,0.00003392,0.001567,6.3086
2936,0.00003327,0.001093,6.3076
2937,0.00002390,0.001103,6.3080
2938,0.00003668,0.001619,6.3090
2939,0.00003890,0.001619,6.3098
2940,0.00970871,0.272163,5.5334
2941,0.10140174,0.114815,5.9184
2942,0.02282927,0.114691,5.9123
2943,0.00003668,0.001265,6.2791
2944,0.00002056,0.001019,6.2904
2945,0.00003003,0.001359,6.2945
2946,0.00003574,0.001323,6.2969
2947,0.00003073,0.001233,6.2988
2948,0.00004144,0.001415,6.3004
2949,0.00003037,0.001135,6.3002
2950,0.00003053,0.001411,6.2992
2951,0.00002890,0.000937,6.2996
2952,0.00004075,0.001451,6.3029
2953,0.00004023,0.001417,6.3031
2954,0.00002939,0.001333,6.3012
2955,0.00004031,0.000857,6.3018
2956,0.00004322,0.001567,6.3021
2957,0.00003855,0.001615,6.3027
2958,0.00003596,0.001437,6.3020
2959,0.00003387,0.000963,6.3029
2960,0.00003804,0.000993,6.3016
2961,0.00002319,0.001097,6.3021
2962,0.00002682,0.001103,6.3025
2963,0.00003155,0.001301,6.3029
2964,0.00004295,0.001269,6.3029
2965,0.00003513,0.001723,6.3039
2966,0.00002382,0.000635,6.3045
2967,0.00004395,0.001463,6.3047
2968,0.00003887,0.001311,6.3037
2969,0.00003340,0.001081,6.3023
2970,0.00002596,0.001113,6.3025
2971,0.00004103,0.000977,6.3033
2972,0.00002945,0.001389,6.3029
2973,0.00003364,0.001229,6.3033
2974,0.00003318,0.001463,6.3051
2975,0.00002361,0.000895,6.3031
